record_id,chain,location_text,city,state,latitude,longitude,article_title,article_url,source_domain,source_type,published_utc,discovered_utc,confidence,evidence_snippet,query
9c3008ec1d4ab2f222,Walgreens,,,,,,"Walgreens to close Chatham store, citing theft and violence",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a31bd77b1c04f28b29c2e556f7fa36b&url=https%3a%2f%2fchicago.suntimes.com%2fmoney%2f2026%2f05%2f04%2fwalgreens-close-chatham-store-theft-violence&c=9786869387699307050&mkt=en-us,www.bing.com,bing_rss,2026-05-04T16:37:00+00:00,2026-06-16T21:17:54+00:00,0.90,"Walgreens to close Chatham store, citing theft and violence The Deerfield-based company has closed several South and West side locations over the last year, contributing to a pharmacy desert in the area.",Walgreens closing stores
1a457a72100c72fd80,Walgreens,,,,,,Retail pharmacy to close St. Louis County store,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a31bd77b1c04f28b29c2e556f7fa36b&url=https%3a%2f%2fwww.msn.com%2fen-us%2fnews%2fus%2fretail-pharmacy-to-close-st-louis-county-store%2far-AA25uH41&c=9911094652721756306&mkt=en-us,www.bing.com,bing_rss,2026-06-12T08:47:00+00:00,2026-06-16T21:17:54+00:00,0.49,Retail pharmacy to close St.,Walgreens closing stores
a6664cc296ce8128ca,Walgreens,"Chicago, IL",Chicago,IL,,,Walgreens to close Midtown store on Milwaukee’s North Avenue,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a31bd77b1c04f28b29c2e556f7fa36b&url=https%3a%2f%2fwww.aol.com%2farticles%2fwalgreens-close-midtown-store-milwaukee-211103214.html&c=2790933303493612534&mkt=en-us,www.bing.com,bing_rss,2026-05-07T14:56:00+00:00,2026-06-16T21:17:54+00:00,1.00,"Walgreens to close Midtown store on Milwaukee’s North Avenue In another blow to Milwaukee’s grocery and pharmacy landscape, Walgreens has begun to notify customers that its midtown location at 2727 W.",Walgreens closing stores
d15bdcb3a6099cc6aa,Walgreens,,,,,,Walgreens to close St. Louis County store,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a31bd77b1c04f28b29c2e556f7fa36b&url=https%3a%2f%2fwww.bizjournals.com%2fstlouis%2fnews%2f2026%2f06%2f11%2fst-louis-county-walgreens-store-to-close.html&c=383589223251537787&mkt=en-us,www.bing.com,bing_rss,2026-06-11T15:35:00+00:00,2026-06-16T21:17:54+00:00,0.37,Walgreens to close St.,Walgreens closing stores
eaf72708f79ef60c77,Walgreens,,,,,,Walgreens closing numerous stores amid 'challenging' retail environment,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6a31bd77b1c04f28b29c2e556f7fa36b&url=https%3a%2f%2fwww.10news.com%2fbusiness%2fcompany-news%2fwalgreens-closing-numerous-stores-amid-challenging-retail-environment&c=13259261244793479128&mkt=en-us,www.bing.com,bing_rss,2026-03-29T22:24:00+00:00,2026-06-16T21:17:54+00:00,0.49,"Walgreens, one of America's largest pharmacy chains, announced early Thursday plans to close numerous stores across the U.S.",Walgreens closing stores
d7f1c5e798039f1b00,Walgreens,,,,,,CVS Pharmacy is opening a new store in Nubian Square,https://www.boston.com/news/local-news/2026/06/16/cvs-pharmacy-is-opening-a-new-store-in-nubian-square/,www.boston.com,gdelt,20260616T183000Z,2026-06-16T21:17:54+00:00,0.61,"A new CVS Pharmacy will open in Nubian Square in July, bringing back a chain drugstore after Walgreens closed multiple stores in Roxbury.",Walgreens pharmacy closed location
25ceed6aa4ad405f46,Walgreens,,,,,,Rite Aid reuse : What is becoming of vacant pharmacy locations across NH ?,https://www.unionleader.com/news/business/rite-aid-reuse-what-is-becoming-of-vacant-pharmacy-locations-across-nh/article_faa4455d-1ec9-480a-a6d4-213643daf003.html,www.unionleader.com,gdelt,20260605T204500Z,2026-06-16T21:17:54+00:00,0.26,The closure of about 50 Rite Aid locations in New Hampshire in the past year — as part of bankruptcy proceedings — opened the opportunity for other businesses or organizations to snag prime real estate.,Walgreens pharmacy closed location
8895d1162676662c37,Walgreens,,,,,,An alderman wants Chicago to become its own pharmacist,https://www.fox32chicago.com/news/alderman-wants-chicago-become-its-own-pharmacist,www.fox32chicago.com,gdelt,20260604T220000Z,2026-06-16T21:17:54+00:00,0.38,An alderman wants Chicago to become its own pharmacist https://images.foxtv.com/static.fox32chicago.com/www.fox32chicago.com/content/uploads/2026/06/1280/720/an-alderman-wants-chicago-to-become-its-own-pharmacist.jpg?ve=1&tl=1 Share A Chatham Walgreens closed ,Walgreens pharmacy closed location
622ed14982c44b77b4,Walgreens,,,,,,Walgreens left Chicago South Side because theft made staying impossible,https://www.foxnews.com/opinion/walgreens-didnt-abandon-chicagos-south-side-let-crime-drive,www.foxnews.com,gdelt,20260602T150000Z,2026-06-16T21:17:54+00:00,0.61,"Several years ago, the Walgreens just feet from my church on King Drive in Woodlawn closed its doors too.",Walgreens pharmacy closed location
80e61fcd67afaa5c6e,Walgreens,,,,,,Pharmacy closure leaves Woodstock without place to fill prescriptions,https://vtdigger.org/2026/05/20/pharmacy-closure-leaves-woodstock-without-place-to-fill-prescriptions/,vtdigger.org,gdelt,20260520T220000Z,2026-06-16T21:17:54+00:00,0.26,Pharmacy closure leaves Woodstock without place to fill prescriptions https://vtdigger.org/wp-content/uploads/2026/05/20260518-vn-springfield-jh-047.webp VTDigger News in pursuit of truth This story by Clare Shanahan was first published in the Valley News on M,Walgreens pharmacy closed location
